	HAU.prot	JGIv1.prot	JGIv2.prot	Total
OG0008644	2	3	2	7
OG0008645	1	4	2	7
OG0008646	4	1	2	7
OG0008647	6	1	0	7
OG0008648	1	3	3	7
OG0008649	2	3	2	7
OG0008650	3	2	2	7
OG0008651	2	3	2	7
OG0008652	2	3	2	7
OG0008653	2	3	2	7
OG0008654	2	3	2	7
OG0008655	2	3	2	7
OG0008656	2	3	2	7
OG0008657	2	3	2	7
OG0008658	2	3	2	7
OG0008659	2	3	2	7
OG0008660	3	2	2	7
OG0008661	3	2	2	7
OG0008662	3	2	2	7
OG0008663	2	3	2	7
OG0008664	2	3	2	7
OG0008665	2	3	2	7
OG0008666	2	3	2	7
OG0008667	2	3	2	7
OG0008668	3	4	0	7
OG0008669	2	3	2	7
OG0008670	3	2	2	7
OG0008671	2	3	2	7
OG0008672	3	2	2	7
OG0008673	1	4	2	7
OG0008674	2	3	2	7
OG0008675	1	4	2	7
OG0008676	2	3	2	7
OG0008677	3	2	2	7
OG0008678	2	3	2	7
OG0008679	2	3	2	7
OG0008680	3	3	1	7
OG0008681	2	3	2	7
OG0008682	2	3	2	7
OG0008683	3	2	2	7
OG0008684	2	3	2	7
OG0008685	3	2	2	7
OG0008686	4	3	0	7
OG0008687	2	3	2	7
OG0008688	3	2	2	7
OG0008689	2	3	2	7
OG0008690	2	3	2	7
OG0008691	2	3	2	7
OG0008692	3	2	2	7
OG0008693	2	3	2	7
OG0008694	1	4	2	7
OG0008695	1	5	1	7
OG0008696	2	3	2	7
OG0008697	3	2	2	7
OG0008698	2	3	2	7
OG0008699	3	3	1	7
OG0008700	2	3	2	7
OG0008701	3	2	2	7
OG0008702	2	3	2	7
OG0008703	1	4	2	7
OG0008704	3	3	1	7
OG0008705	3	2	2	7
OG0008706	2	3	2	7
OG0008707	2	3	2	7
OG0008708	2	3	2	7
OG0008709	2	3	2	7
OG0008710	2	3	2	7
OG0008711	2	3	2	7
OG0008712	3	2	2	7
OG0008713	2	3	2	7
OG0008714	3	2	2	7
OG0008715	2	3	2	7
OG0008716	2	3	2	7
OG0008717	2	3	2	7
OG0008718	2	3	2	7
OG0008719	3	2	2	7
OG0008720	3	2	2	7
OG0008721	2	3	2	7
OG0008722	3	2	2	7
OG0008723	3	2	2	7
OG0008724	3	2	2	7
OG0008725	2	3	2	7
OG0008726	2	3	2	7
OG0008727	2	5	0	7
OG0008728	3	3	1	7
OG0008729	3	2	2	7
OG0008730	2	3	2	7
OG0008731	3	2	2	7
OG0008732	2	3	2	7
OG0008733	3	2	2	7
OG0008734	2	3	2	7
OG0008735	3	2	2	7
OG0008736	3	2	2	7
OG0008737	4	1	2	7
OG0008738	1	3	3	7
OG0008739	2	3	2	7
OG0008740	2	3	2	7
OG0008741	4	3	0	7
OG0008742	2	3	2	7
OG0008743	3	2	2	7
OG0008744	3	2	2	7
OG0008745	2	3	2	7
OG0008746	2	3	2	7
OG0008747	3	2	2	7
OG0008748	1	4	2	7
OG0008749	3	2	2	7
OG0008750	2	3	2	7
OG0008751	3	2	2	7
OG0008752	2	3	2	7
OG0008753	3	3	1	7
OG0008754	4	1	2	7
OG0008755	3	2	2	7
OG0008756	2	3	2	7
OG0008757	3	2	2	7
OG0008758	3	2	2	7
OG0008759	3	2	2	7
OG0008760	2	3	2	7
OG0008761	2	3	2	7
OG0008762	3	2	2	7
OG0008763	2	3	2	7
OG0008764	2	3	2	7
OG0008765	2	3	2	7
OG0008766	2	3	2	7
OG0008767	3	2	2	7
OG0008768	2	3	2	7
OG0008769	3	2	2	7
OG0008770	4	1	2	7
OG0008771	2	3	2	7
OG0008772	2	3	2	7
OG0008773	3	2	2	7
OG0008774	2	3	2	7
OG0008775	2	3	2	7
OG0008776	3	2	2	7
OG0008777	3	2	2	7
OG0008778	3	2	2	7
OG0008779	2	3	2	7
OG0008780	2	3	2	7
OG0008781	3	2	2	7
OG0008782	2	3	2	7
OG0008783	2	3	2	7
OG0008784	3	2	2	7
OG0008785	3	2	2	7
OG0008786	3	2	2	7
OG0008787	2	3	2	7
OG0008788	2	4	1	7
OG0008789	2	3	2	7
OG0008790	3	2	2	7
OG0008791	2	2	3	7
OG0008792	1	4	2	7
OG0008793	3	3	1	7
OG0008794	3	2	2	7
OG0008795	2	3	2	7
OG0008796	3	2	2	7
OG0008797	2	3	2	7
OG0008798	2	3	2	7
OG0008799	3	2	2	7
OG0008800	2	3	2	7
OG0008801	3	3	1	7
OG0008802	1	3	3	7
OG0008803	2	3	2	7
OG0008804	3	2	2	7
OG0008805	2	3	2	7
OG0008806	3	2	2	7
OG0008807	3	2	2	7
OG0008808	2	3	2	7
OG0008809	2	3	2	7
OG0008810	2	3	2	7
OG0008811	3	2	2	7
OG0008812	3	2	2	7
OG0008813	3	2	2	7
OG0008814	2	3	2	7
OG0008815	2	3	2	7
OG0008816	3	2	2	7
OG0008817	3	2	2	7
OG0008818	2	3	2	7
OG0008819	3	3	1	7
OG0008820	2	3	2	7
OG0008821	2	3	2	7
OG0008822	3	3	1	7
OG0008823	2	3	2	7
OG0008824	3	2	2	7
OG0008825	1	4	2	7
OG0008826	2	3	2	7
OG0008827	2	3	2	7
OG0008828	2	3	2	7
OG0008829	1	2	4	7
OG0008830	3	2	2	7
OG0008831	2	3	2	7
OG0008832	2	3	2	7
OG0008833	2	3	2	7
OG0008834	4	1	2	7
OG0008835	3	2	2	7
OG0008836	2	4	1	7
OG0008837	2	3	2	7
OG0008838	4	1	2	7
OG0008839	2	3	2	7
OG0008840	2	3	2	7
OG0008841	3	2	2	7
OG0008842	2	3	2	7
OG0008843	3	2	2	7
OG0008844	3	2	2	7
OG0008845	3	2	2	7
OG0008846	3	2	2	7
OG0008847	1	3	3	7
OG0008848	2	3	2	7
OG0008849	2	3	2	7
OG0008850	2	3	2	7
OG0008851	2	3	2	7
OG0008852	2	3	2	7
OG0008853	2	3	2	7
OG0008854	3	2	2	7
OG0008855	3	2	2	7
OG0008856	5	1	1	7
OG0008857	2	3	2	7
OG0008858	3	2	2	7
OG0008859	2	3	2	7
OG0008860	2	3	2	7
OG0008861	1	5	1	7
OG0008862	6	1	0	7
OG0008863	3	2	2	7
OG0008864	3	2	2	7
OG0008865	3	2	2	7
OG0008866	2	3	2	7
OG0008867	2	3	2	7
OG0008868	2	3	2	7
OG0008869	3	2	2	7
OG0008870	3	2	2	7
OG0008871	2	3	2	7
OG0008872	3	3	1	7
OG0008873	2	3	2	7
OG0008874	3	2	2	7
OG0008875	4	2	1	7
OG0008876	3	2	2	7
OG0008877	3	2	2	7
OG0008878	2	3	2	7
OG0008879	2	3	2	7
OG0008880	3	2	2	7
OG0008881	2	3	2	7
OG0008882	3	2	2	7
OG0008883	2	3	2	7
OG0008884	2	3	2	7
OG0008885	2	1	4	7
OG0008886	2	3	2	7
OG0008887	2	3	2	7
OG0008888	2	3	2	7
OG0008889	2	3	2	7
OG0008890	2	3	2	7
OG0008891	1	4	2	7
OG0008892	2	3	2	7
OG0008893	2	3	2	7
OG0008894	4	1	2	7
OG0008895	3	2	2	7
OG0008896	3	2	2	7
OG0008897	2	3	2	7
OG0008898	3	2	2	7
OG0008899	2	3	2	7
OG0008900	3	2	2	7
OG0008901	2	3	2	7
OG0008902	2	3	2	7
OG0008903	3	2	2	7
OG0008904	2	3	2	7
OG0008905	3	2	2	7
OG0008906	2	3	2	7
OG0008907	3	2	2	7
OG0008908	3	2	2	7
OG0008909	2	3	2	7
OG0008910	2	3	2	7
OG0008911	2	3	2	7
OG0008912	3	2	2	7
OG0008913	3	2	2	7
OG0008914	2	4	1	7
OG0008915	3	2	2	7
OG0008916	3	2	2	7
OG0008917	6	1	0	7
OG0008918	1	3	3	7
OG0008919	2	3	2	7
OG0008920	6	0	1	7
OG0008921	4	2	1	7
OG0008922	1	3	3	7
OG0008923	2	3	2	7
OG0008924	2	3	2	7
OG0008925	3	2	2	7
OG0008926	2	3	2	7
OG0008927	4	2	1	7
OG0008928	2	5	0	7
OG0008929	3	2	2	7
OG0008930	4	1	2	7
OG0008931	5	1	1	7
OG0008932	3	3	1	7
OG0008933	2	3	2	7
OG0008934	2	3	2	7
OG0008935	2	3	2	7
OG0008936	3	3	1	7
OG0008937	2	3	2	7
OG0008938	4	1	2	7
OG0008939	3	2	2	7
OG0008940	3	2	2	7
OG0008941	3	2	2	7
OG0008942	2	3	2	7
OG0008943	2	3	2	7
OG0008944	2	3	2	7
OG0008945	2	3	2	7
OG0008946	2	3	2	7
OG0008947	2	3	2	7
OG0008948	2	3	2	7
OG0008949	2	3	2	7
OG0008950	3	2	2	7
OG0008951	3	2	2	7
OG0008952	4	1	2	7
OG0008953	3	3	1	7
OG0008954	3	2	2	7
OG0008955	3	3	1	7
OG0008956	2	3	2	7
OG0008957	2	3	2	7
OG0008958	4	1	2	7
OG0008959	3	2	2	7
OG0008960	2	3	2	7
OG0008961	3	2	2	7
OG0008962	2	3	2	7
OG0008963	2	3	2	7
OG0008964	3	2	2	7
OG0008965	3	2	2	7
OG0008966	4	1	2	7
OG0008967	2	3	2	7
OG0008968	2	3	2	7
OG0008969	1	4	2	7
OG0008970	3	2	2	7
OG0008971	1	4	2	7
OG0008972	1	4	2	7
OG0008973	3	4	0	7
OG0008974	3	2	2	7
OG0008975	2	3	2	7
OG0008976	1	5	1	7
OG0008977	3	3	1	7
OG0008978	3	0	4	7
OG0008979	2	3	2	7
OG0008980	2	3	2	7
OG0008981	2	3	2	7
OG0008982	2	3	2	7
OG0008983	2	3	2	7
OG0008984	2	3	2	7
OG0008985	2	3	2	7
OG0008986	1	5	1	7
OG0008987	1	5	1	7
OG0008988	3	2	2	7
OG0008989	1	4	2	7
OG0008990	2	3	2	7
OG0008991	1	4	2	7
OG0008992	3	3	1	7
OG0008993	3	2	2	7
OG0008994	3	2	2	7
OG0008995	1	3	3	7
OG0008996	2	3	2	7
OG0008997	3	3	1	7
OG0008998	3	2	2	7
OG0008999	1	4	2	7
OG0009000	3	2	2	7
OG0009001	3	2	2	7
OG0009002	6	0	1	7
OG0009003	1	3	3	7
OG0009004	2	3	2	7
OG0009005	2	3	2	7
OG0009006	2	3	2	7
OG0009007	1	3	3	7
OG0009008	3	2	2	7
OG0009009	1	4	2	7
OG0009010	1	2	4	7
OG0009011	2	3	2	7
OG0009012	1	4	2	7
OG0009013	1	4	2	7
OG0009014	1	4	2	7
OG0009015	4	2	1	7
OG0009016	1	4	2	7
OG0009017	4	2	1	7
OG0009018	2	3	2	7
OG0009019	2	3	2	7
OG0009020	1	4	2	7
OG0009021	1	4	2	7
OG0009022	6	0	1	7
OG0009023	1	4	2	7
OG0009024	6	0	1	7
OG0009025	1	2	4	7
OG0009026	2	1	4	7
OG0009027	1	4	2	7
OG0009028	2	3	2	7
OG0009029	2	3	2	7
OG0009030	2	3	2	7
OG0009031	5	1	1	7
OG0009032	2	3	2	7
OG0009033	2	3	2	7
OG0009034	2	3	2	7
OG0009035	1	4	2	7
OG0009036	5	1	1	7
OG0009037	2	3	2	7
OG0009038	1	3	3	7
OG0009039	1	3	3	7
OG0009040	2	3	2	7
OG0009041	1	4	2	7
OG0009042	4	3	0	7
OG0009043	4	2	1	7
OG0009044	1	4	2	7
OG0009045	2	3	2	7
OG0009046	2	3	2	7
OG0009047	5	2	0	7
OG0009048	2	3	2	7
OG0009049	3	2	2	7
OG0009050	1	3	3	7
OG0009051	3	3	1	7
OG0009052	1	4	2	7
OG0009053	2	3	2	7
OG0009054	3	2	2	7
OG0009055	2	3	2	7
OG0009056	2	3	2	7
OG0009057	4	3	0	7
OG0009058	1	4	2	7
OG0009059	2	3	2	7
OG0009060	4	2	1	7
OG0009061	3	2	2	7
OG0009062	3	2	2	7
OG0009063	3	2	2	7
OG0009064	2	4	1	7
OG0009065	2	3	2	7
OG0009066	1	4	2	7
OG0009067	5	1	1	7
OG0009068	1	4	2	7
OG0009069	1	4	2	7
OG0009070	1	1	5	7
OG0009071	3	3	1	7
OG0009072	4	2	1	7
OG0009073	1	4	2	7
OG0009074	1	6	0	7
OG0009075	2	3	2	7
OG0009076	3	2	2	7
OG0009077	3	3	1	7
OG0009078	4	2	1	7
OG0009079	2	3	2	7
OG0009080	3	3	1	7
OG0009081	6	1	0	7
OG0009082	1	4	2	7
OG0009083	1	4	2	7
OG0009084	2	3	2	7
OG0009085	2	3	2	7
OG0009086	2	3	2	7
OG0009087	2	3	2	7
OG0009088	4	2	1	7
OG0009089	1	4	2	7
OG0009090	2	3	2	7
OG0009091	4	1	2	7
OG0009092	2	3	2	7
OG0009093	3	2	2	7
OG0009094	1	4	2	7
OG0009095	1	4	2	7
OG0009096	5	2	0	7
OG0009097	2	3	2	7
OG0009098	2	3	2	7
OG0009099	2	3	2	7
OG0009100	2	3	2	7
OG0009101	2	1	4	7
OG0009102	1	4	2	7
OG0009103	4	2	1	7
OG0009104	1	4	2	7
OG0009105	2	3	2	7
OG0009106	5	1	1	7
OG0009107	2	3	2	7
OG0009108	1	4	2	7
OG0009109	2	3	2	7
OG0009110	1	3	3	7
OG0009111	1	4	2	7
OG0009112	1	4	2	7
OG0009113	3	3	1	7
OG0009114	2	3	2	7
OG0009115	2	3	2	7
OG0009116	5	2	0	7
OG0009117	2	3	2	7
OG0009118	2	3	2	7
OG0009119	2	3	2	7
OG0009120	1	4	2	7
OG0009121	1	3	3	7
OG0009122	3	2	2	7
OG0009123	3	3	1	7
OG0009124	1	4	2	7
OG0009125	4	2	1	7
OG0009126	1	4	2	7
OG0009127	2	3	2	7
OG0009128	5	1	1	7
OG0009129	2	3	2	7
OG0009130	6	0	1	7
OG0009131	1	2	4	7
OG0009132	1	4	2	7
OG0009133	4	2	1	7
OG0009134	1	3	3	7
OG0009135	2	2	3	7
OG0009136	2	3	2	7
OG0009137	2	3	2	7
OG0009138	3	1	3	7
OG0009139	2	3	2	7
OG0009140	1	4	2	7
OG0009141	2	3	2	7
OG0009142	3	3	1	7
OG0009143	2	4	1	7
OG0009144	2	3	2	7
OG0009145	1	4	2	7
OG0009146	4	1	2	7
OG0009147	1	4	2	7
OG0009148	5	1	1	7
OG0009149	2	3	2	7
OG0009150	2	3	2	7
OG0009151	2	3	2	7
OG0009152	1	4	2	7
OG0009153	2	3	2	7
OG0009154	1	5	1	7
OG0009155	2	3	2	7
OG0009156	2	3	2	7
OG0009157	1	4	2	7
OG0009158	2	3	2	7
OG0009159	2	3	2	7
OG0009160	2	3	2	7
OG0009161	3	3	1	7
OG0009162	2	3	2	7
OG0009163	1	4	2	7
OG0009164	2	3	2	7
OG0009165	2	3	2	7
OG0009166	5	2	0	7
OG0009167	2	3	2	7
OG0009168	1	4	2	7
OG0009169	2	4	1	7
OG0009170	3	3	1	7
OG0009171	2	3	2	7
OG0009172	4	2	1	7
OG0009173	1	4	2	7
OG0009174	2	2	3	7
OG0009175	2	3	2	7
OG0009176	2	2	3	7
OG0009177	4	2	1	7
OG0009178	2	2	3	7
OG0009179	2	4	1	7
OG0009180	2	4	1	7
OG0009181	2	3	2	7
OG0009182	1	0	6	7
OG0009183	1	0	6	7
OG0009184	5	1	1	7
OG0009185	2	3	2	7
OG0009186	1	0	6	7
OG0009187	1	1	5	7
OG0009188	2	3	2	7
OG0009189	2	3	2	7
OG0009190	3	3	1	7
OG0009191	2	3	2	7
OG0009192	2	3	2	7
OG0009193	4	2	1	7
OG0009194	2	3	2	7
OG0009195	3	3	1	7
OG0009196	2	3	2	7
OG0009197	2	3	2	7
OG0009198	2	3	2	7
OG0009199	4	1	2	7
OG0009200	2	3	2	7
OG0009201	2	3	2	7
OG0009202	2	3	2	7
OG0009203	1	4	2	7
OG0009204	1	1	5	7
OG0009205	3	2	2	7
OG0009206	1	5	1	7
OG0009207	2	3	2	7
OG0009208	2	3	2	7
OG0009209	5	2	0	7
OG0009210	3	2	2	7
OG0009211	3	4	0	7
OG0009212	2	3	2	7
OG0009213	1	4	2	7
OG0009214	2	3	2	7
OG0009215	1	3	3	7
OG0009216	1	4	2	7
OG0009217	6	0	1	7
OG0009218	2	3	2	7
OG0009219	2	3	2	7
OG0009220	2	3	2	7
OG0009221	3	2	2	7
OG0009222	3	2	2	7
OG0009223	5	1	1	7
OG0009224	2	3	2	7
OG0009225	2	3	2	7
OG0009226	1	4	2	7
OG0009227	3	2	2	7
OG0009228	2	3	2	7
OG0009229	1	4	2	7
OG0009230	3	2	2	7
OG0009231	2	3	2	7
OG0009232	4	2	1	7
OG0009233	1	4	2	7
OG0009234	6	0	1	7
OG0009235	2	3	2	7
OG0009236	2	3	2	7
OG0009237	1	4	2	7
OG0009238	1	4	2	7
OG0009239	1	4	2	7
OG0009240	2	3	2	7
OG0009241	2	3	2	7
OG0009242	2	4	1	7
OG0009243	2	3	2	7
OG0009244	1	4	2	7
OG0009245	2	3	2	7
OG0009246	1	4	2	7
OG0009247	6	1	0	7
OG0009248	2	3	2	7
OG0009249	2	3	2	7
OG0009250	1	4	2	7
OG0009251	1	4	2	7
OG0009252	1	4	2	7
OG0009253	2	5	0	7
OG0009254	4	2	1	7
OG0009255	2	3	2	7
OG0009256	2	3	2	7
OG0009257	2	3	2	7
OG0009258	2	3	2	7
OG0009259	1	4	2	7
OG0009260	2	3	2	7
OG0009261	1	5	1	7
OG0009262	2	3	2	7
OG0009263	2	3	2	7
OG0009264	3	2	2	7
OG0009265	2	3	2	7
OG0009266	1	4	2	7
OG0009267	5	1	1	7
OG0009268	2	1	4	7
OG0009269	1	4	2	7
OG0009270	2	3	2	7
OG0009271	1	2	4	7
OG0009272	2	3	2	7
OG0009273	0	5	2	7
OG0009274	0	2	5	7
OG0009275	0	6	1	7
OG0009276	0	5	2	7
OG0009277	0	2	5	7
OG0009278	0	1	6	7
OG0009279	0	2	5	7
OG0009280	0	6	1	7
OG0009281	0	1	6	7
OG0009282	0	3	4	7
OG0009283	0	6	1	7
OG0009284	0	0	7	7
OG0009285	3	0	3	6
OG0009286	2	2	2	6
OG0009287	2	2	2	6
OG0009288	2	2	2	6
OG0009289	2	2	2	6
OG0009290	2	2	2	6
OG0009291	2	2	2	6
OG0009292	2	2	2	6
OG0009293	2	2	2	6
OG0009294	2	2	2	6
OG0009295	3	2	1	6
OG0009296	2	2	2	6
OG0009297	2	2	2	6
OG0009298	2	2	2	6
OG0009299	2	2	2	6
OG0009300	1	3	2	6
OG0009301	2	2	2	6
OG0009302	2	2	2	6
OG0009303	2	2	2	6
OG0009304	2	2	2	6
OG0009305	2	2	2	6
OG0009306	2	2	2	6
OG0009307	2	2	2	6
OG0009308	2	2	2	6
OG0009309	2	2	2	6
OG0009310	2	2	2	6
OG0009311	2	2	2	6
OG0009312	2	2	2	6
OG0009313	2	2	2	6
OG0009314	2	2	2	6
OG0009315	2	2	2	6
OG0009316	2	2	2	6
OG0009317	2	2	2	6
OG0009318	2	2	2	6
OG0009319	2	2	2	6
OG0009320	2	2	2	6
OG0009321	2	2	2	6
OG0009322	2	2	2	6
OG0009323	2	2	2	6
OG0009324	2	2	2	6
OG0009325	2	2	2	6
OG0009326	2	2	2	6
OG0009327	2	2	2	6
OG0009328	2	2	2	6
OG0009329	2	2	2	6
OG0009330	2	2	2	6
OG0009331	2	2	2	6
OG0009332	2	2	2	6
OG0009333	2	2	2	6
OG0009334	2	2	2	6
OG0009335	2	2	2	6
OG0009336	2	2	2	6
OG0009337	2	2	2	6
OG0009338	2	2	2	6
OG0009339	1	3	2	6
OG0009340	2	2	2	6
OG0009341	2	2	2	6
OG0009342	2	2	2	6
OG0009343	2	2	2	6
OG0009344	2	2	2	6
OG0009345	2	2	2	6
OG0009346	2	2	2	6
OG0009347	2	2	2	6
OG0009348	2	2	2	6
OG0009349	2	2	2	6
OG0009350	2	2	2	6
OG0009351	2	2	2	6
OG0009352	2	2	2	6
OG0009353	2	2	2	6
OG0009354	2	2	2	6
OG0009355	2	2	2	6
OG0009356	2	2	2	6
OG0009357	3	3	0	6
OG0009358	2	2	2	6
OG0009359	2	2	2	6
OG0009360	2	2	2	6
OG0009361	2	2	2	6
OG0009362	1	3	2	6
OG0009363	2	2	2	6
OG0009364	2	2	2	6
OG0009365	2	2	2	6
OG0009366	1	3	2	6
OG0009367	2	2	2	6
OG0009368	2	2	2	6
OG0009369	2	2	2	6
OG0009370	2	2	2	6
OG0009371	2	2	2	6
OG0009372	2	2	2	6
OG0009373	3	1	2	6
OG0009374	2	1	3	6
OG0009375	2	2	2	6
OG0009376	2	2	2	6
OG0009377	2	2	2	6
OG0009378	1	3	2	6
OG0009379	2	2	2	6
OG0009380	1	3	2	6
OG0009381	2	2	2	6
OG0009382	2	2	2	6
OG0009383	2	2	2	6
OG0009384	2	2	2	6
OG0009385	2	2	2	6
OG0009386	2	2	2	6
OG0009387	3	2	1	6
OG0009388	2	2	2	6
OG0009389	3	2	1	6
OG0009390	1	3	2	6
OG0009391	2	2	2	6
OG0009392	2	2	2	6
OG0009393	2	2	2	6
OG0009394	2	2	2	6
OG0009395	2	2	2	6
OG0009396	2	2	2	6
OG0009397	2	2	2	6
OG0009398	2	2	2	6
OG0009399	2	2	2	6
OG0009400	2	2	2	6
OG0009401	2	2	2	6
OG0009402	2	2	2	6
OG0009403	2	2	2	6
OG0009404	2	2	2	6
OG0009405	2	2	2	6
OG0009406	2	2	2	6
OG0009407	2	2	2	6
OG0009408	2	2	2	6
OG0009409	2	2	2	6
OG0009410	2	2	2	6
OG0009411	2	2	2	6
OG0009412	2	2	2	6
OG0009413	1	3	2	6
OG0009414	2	2	2	6
OG0009415	2	2	2	6
OG0009416	2	2	2	6
OG0009417	2	2	2	6
OG0009418	2	2	2	6
OG0009419	2	2	2	6
OG0009420	2	2	2	6
OG0009421	2	2	2	6
OG0009422	2	2	2	6
OG0009423	2	2	2	6
OG0009424	2	2	2	6
OG0009425	2	2	2	6
OG0009426	2	2	2	6
OG0009427	2	2	2	6
OG0009428	2	2	2	6
OG0009429	2	2	2	6
OG0009430	2	2	2	6
OG0009431	2	2	2	6
OG0009432	2	2	2	6
OG0009433	2	2	2	6
OG0009434	2	2	2	6
OG0009435	2	2	2	6
OG0009436	2	2	2	6
OG0009437	2	2	2	6
OG0009438	2	2	2	6
OG0009439	2	2	2	6
OG0009440	2	2	2	6
OG0009441	2	2	2	6
OG0009442	2	2	2	6
OG0009443	2	2	2	6
OG0009444	2	2	2	6
OG0009445	2	2	2	6
OG0009446	2	2	2	6
OG0009447	2	2	2	6
OG0009448	2	2	2	6
OG0009449	2	2	2	6
OG0009450	2	2	2	6
OG0009451	2	2	2	6
OG0009452	2	2	2	6
OG0009453	2	2	2	6
OG0009454	2	2	2	6
OG0009455	2	2	2	6
OG0009456	2	2	2	6
OG0009457	2	2	2	6
OG0009458	2	2	2	6
OG0009459	2	2	2	6
OG0009460	2	2	2	6
OG0009461	2	2	2	6
OG0009462	2	2	2	6
OG0009463	2	2	2	6
OG0009464	2	2	2	6
OG0009465	2	2	2	6
OG0009466	2	2	2	6
OG0009467	2	2	2	6
OG0009468	2	2	2	6
OG0009469	2	2	2	6
OG0009470	2	2	2	6
OG0009471	2	2	2	6
OG0009472	2	2	2	6
OG0009473	2	2	2	6
OG0009474	2	2	2	6
OG0009475	2	2	2	6
OG0009476	3	2	1	6
OG0009477	2	2	2	6
OG0009478	3	1	2	6
OG0009479	2	2	2	6
OG0009480	2	2	2	6
OG0009481	2	2	2	6
OG0009482	2	2	2	6
OG0009483	2	2	2	6
OG0009484	2	2	2	6
OG0009485	3	2	1	6
OG0009486	2	2	2	6
OG0009487	2	2	2	6
OG0009488	2	2	2	6
OG0009489	1	3	2	6
OG0009490	2	2	2	6
OG0009491	2	2	2	6
OG0009492	2	2	2	6
OG0009493	2	2	2	6
OG0009494	2	2	2	6
OG0009495	2	2	2	6
OG0009496	2	2	2	6
OG0009497	1	3	2	6
OG0009498	2	3	1	6
OG0009499	2	2	2	6
OG0009500	2	2	2	6
OG0009501	2	2	2	6
OG0009502	2	2	2	6
OG0009503	2	2	2	6
OG0009504	2	2	2	6
OG0009505	2	2	2	6
OG0009506	2	2	2	6
OG0009507	2	2	2	6
OG0009508	2	2	2	6
OG0009509	2	2	2	6
OG0009510	2	2	2	6
OG0009511	2	2	2	6
OG0009512	2	2	2	6
OG0009513	2	2	2	6
OG0009514	2	2	2	6
OG0009515	2	2	2	6
OG0009516	3	1	2	6
OG0009517	2	2	2	6
OG0009518	2	2	2	6
OG0009519	1	3	2	6
OG0009520	4	1	1	6
OG0009521	1	0	5	6
OG0009522	2	2	2	6
OG0009523	2	2	2	6
OG0009524	2	2	2	6
OG0009525	2	2	2	6
OG0009526	2	2	2	6
OG0009527	2	2	2	6
OG0009528	2	2	2	6
OG0009529	2	2	2	6
OG0009530	2	2	2	6
OG0009531	2	2	2	6
OG0009532	2	2	2	6
OG0009533	2	2	2	6
OG0009534	2	2	2	6
OG0009535	2	2	2	6
OG0009536	2	2	2	6
OG0009537	2	2	2	6
OG0009538	2	2	2	6
OG0009539	2	2	2	6
OG0009540	2	2	2	6
OG0009541	2	2	2	6
OG0009542	2	2	2	6
OG0009543	1	3	2	6
OG0009544	2	2	2	6
OG0009545	3	1	2	6
OG0009546	2	2	2	6
OG0009547	2	2	2	6
OG0009548	2	2	2	6
OG0009549	2	2	2	6
OG0009550	2	2	2	6
OG0009551	2	2	2	6
OG0009552	2	2	2	6
OG0009553	2	2	2	6
OG0009554	2	2	2	6
OG0009555	2	2	2	6
OG0009556	6	0	0	6
OG0009557	2	2	2	6
OG0009558	2	2	2	6
OG0009559	2	2	2	6
OG0009560	2	2	2	6
OG0009561	2	2	2	6
OG0009562	2	2	2	6
OG0009563	2	2	2	6
OG0009564	2	2	2	6
OG0009565	2	2	2	6
OG0009566	1	3	2	6
OG0009567	2	2	2	6
OG0009568	2	2	2	6
OG0009569	2	2	2	6
OG0009570	2	2	2	6
OG0009571	1	3	2	6
OG0009572	2	2	2	6
OG0009573	2	2	2	6
OG0009574	2	2	2	6
OG0009575	2	2	2	6
OG0009576	2	2	2	6
OG0009577	2	2	2	6
OG0009578	2	2	2	6
OG0009579	2	2	2	6
OG0009580	2	2	2	6
OG0009581	2	2	2	6
OG0009582	2	2	2	6
OG0009583	2	2	2	6
OG0009584	2	2	2	6
OG0009585	2	2	2	6
OG0009586	2	2	2	6
OG0009587	2	2	2	6
OG0009588	2	2	2	6
OG0009589	2	2	2	6
OG0009590	2	2	2	6
OG0009591	2	2	2	6
OG0009592	2	2	2	6
OG0009593	2	2	2	6
OG0009594	2	2	2	6
OG0009595	2	2	2	6
OG0009596	2	2	2	6
OG0009597	2	2	2	6
OG0009598	2	2	2	6
OG0009599	2	2	2	6
OG0009600	2	2	2	6
OG0009601	2	2	2	6
OG0009602	2	2	2	6
OG0009603	2	2	2	6
OG0009604	4	1	1	6
OG0009605	2	2	2	6
OG0009606	2	2	2	6
OG0009607	2	2	2	6
OG0009608	1	4	1	6
OG0009609	2	2	2	6
OG0009610	2	2	2	6
OG0009611	2	2	2	6
OG0009612	2	2	2	6
OG0009613	2	2	2	6
OG0009614	2	2	2	6
OG0009615	2	2	2	6
OG0009616	2	3	1	6
OG0009617	2	3	1	6
OG0009618	3	2	1	6
OG0009619	2	2	2	6
OG0009620	2	2	2	6
OG0009621	2	2	2	6
OG0009622	2	2	2	6
OG0009623	2	2	2	6
OG0009624	2	2	2	6
OG0009625	2	2	2	6
OG0009626	2	2	2	6
OG0009627	2	2	2	6
OG0009628	2	2	2	6
OG0009629	2	2	2	6
OG0009630	2	2	2	6
OG0009631	2	2	2	6
OG0009632	2	2	2	6
OG0009633	2	2	2	6
OG0009634	2	2	2	6
OG0009635	2	2	2	6
OG0009636	2	0	4	6
OG0009637	2	2	2	6
OG0009638	2	2	2	6
OG0009639	2	2	2	6
OG0009640	3	1	2	6
