# Generated by GMAP version 2018-07-04 using call:  gmap.avx2 -D . -d A2 -t 150 -n 2 -f 4 QTLtargetseqsFixed.fasta							
LG	Marker	Position	Chr	 Start 	 End 	% ID	
AZ07	AZ07/IA25_EST1D_31942_01_643_108.652_Cotton16_31942_01	108.652	Chr11	" 446,406 "	" 447,256 "	95	ID=AZ7/IA25_EST1D_31942_01_643_108.652_Cotton16_31942_01.path1;Name=AZ7/IA25_EST1D_31942_01_643_108.652_Cotton16_31942_01;Target=AZ7/IA25_EST1D_31942_01_643_108.652_Cotton16_31942_01 42 898 -;Gap=M35 I1 M18 I5 M4 D6 M66 I6 M722;coverage=80.6;identity=95.4;matches=823;mismatches=22;indels=18;unknowns=0
							
AZ08	AZ08/IA26_EST1D_07319_01_230_0_Cotton16_07319_01	0	Chr11	" 119,879,303 "	" 119,880,400 "	97	ID=AZ8/IA26_EST1D_07319_01_230_0_Cotton16_07319_01.path1;Name=AZ8/IA26_EST1D_07319_01_230_0_Cotton16_07319_01;Target=AZ8/IA26_EST1D_07319_01_230_0_Cotton16_07319_01 1 1071 +;Gap=M32 D27 M1039;coverage=100.0;identity=97.2;matches=1067;mismatches=4;indels=27;unknowns=0
AZ08	AZ08/IA26_GS1_39607p88q23_19.521	19.521	Chr11	" 122,639,008 "	" 122,640,219 "	100	ID=AZ8/IA26_GS1_39607p88q23_19.521.path1;Name=AZ8/IA26_GS1_39607p88q23_19.521;Target=AZ8/IA26_GS1_39607p88q23_19.521 2 388 +;Gap=M82 N242 M127 N129 M66 N454 M112;coverage=99.7;identity=100.0;matches=374;mismatches=0;indels=0;unknowns=13
AZ08	AZ08/IA26_c2_01304_19.924	19.924	Chr04	" 77,567,275 "	" 77,567,548 "	98	ID=AZ8/IA26_c2_01304_19.924.path1;Name=AZ8/IA26_c2_01304_19.924;Target=AZ8/IA26_c2_01304_19.924 27 301 +;Gap=M138 I1 M136;coverage=91.4;identity=98.5;matches=269;mismatches=3;indels=1;unknowns=2
							
AZ09	AZ09/IA4_EST2_18036_01_0_Cotton16_18036_01	0	Chr08	" 1,793,639 "	" 1,794,304 "	87	ID=AZ9/IA4_EST2_18036_01_0_Cotton16_18036_01.path1;Name=AZ9/IA4_EST2_18036_01_0_Cotton16_18036_01;Target=AZ9/IA4_EST2_18036_01_0_Cotton16_18036_01 7 691 -;Gap=M61 I32 M64 I1 M257 D3 M46 D12 M23 I1 M200;coverage=97.7;identity=87.1;matches=610;mismatches=41;indels=49;unknowns=0
AZ09	AZ09/IA4_ck_03436_15.923	15.923	Chr08	" 4,051,521 "	" 4,051,820 "	91	ID=AZ9/IA4_ck_03436_15.923.path1;Name=AZ9/IA4_ck_03436_15.923;Target=AZ9/IA4_ck_03436_15.923 1 301 +;Gap=M175 D1 M12 I1 M99 I1 M13;coverage=100.0;identity=91.3;matches=272;mismatches=23;indels=3;unknowns=4
AZ09	AZ09/IA4_GS1D_51879p342q31_19.889	19.889	Chr08	" 4,681,823 "	" 4,682,423 "	100	ID=AZ9/IA4_GS1D_51879p342q31_19.889.path1;Name=AZ9/IA4_GS1D_51879p342q31_19.889;Target=AZ9/IA4_GS1D_51879p342q31_19.889 1 601 -;Gap=M601;coverage=100.0;identity=100.0;matches=577;mismatches=0;indels=0;unknowns=24
AZ09	AZ09/IA4_c2_04080_31.744	31.744	Chr08	" 123,081,140 "	" 123,081,440 "	88	ID=AZ9/IA4_c2_04080_31.744.path1;Name=AZ9/IA4_c2_04080_31.744;Target=AZ9/IA4_c2_04080_31.744 5 299 +;Gap=M5 D1 M103 D6 M91 I1 M95;coverage=98.0;identity=88.4;matches=266;mismatches=27;indels=8;unknowns=1
AZ09	AZ09/IA4_c4_56022_37.589	37.589	Chr01	" 78,797,533 "	" 78,797,806 "	78	ID=AZ9/IA4_c4_56022_37.589.path1;Name=AZ9/IA4_c4_56022_37.589;Target=AZ9/IA4_c4_56022_37.589 8 294 -;Gap=M40 I12 M176 I1 M58;coverage=95.3;identity=78.9;matches=224;mismatches=47;indels=13;unknowns=3
AZ09	AZ09/IA4_c4_14095_51.757	51.757	Chr08	" 115,003,522 "	" 115,003,647 "	92	ID=AZ9/IA4_c4_14095_51.757.path1;Name=AZ9/IA4_c4_14095_51.757;Target=AZ9/IA4_c4_14095_51.757 1 126 -;Gap=M31 I1 M36 I1 M10 D2 M47;coverage=41.9;identity=92.2;matches=118;mismatches=6;indels=4;unknowns=0
AZ09	AZ09/IA4_c3_00986_63.78	63.78	Chr08	" 120,895,561 "	" 120,902,111 "	96	ID=AZ9/IA4_c3_00986_63.78.path1;Name=AZ9/IA4_c3_00986_63.78;Target=AZ9/IA4_c3_00986_63.78 4 301 +;Gap=M12 I1 M51 I2 M39 I1 M26 I1 M3 I1 M28 D1 M18 D28 M52 N6230 M63;coverage=99.0;identity=82.2;matches=268;mismatches=23;indels=35;unknowns=1
AZ09	AZ09/IA4_ck_45985_66.836	66.836	Chr08	" 121,915,683 "	" 121,915,979 "	93	ID=AZ9/IA4_ck_45985_66.836.path1;Name=AZ9/IA4_ck_45985_66.836;Target=AZ9/IA4_ck_45985_66.836 4 301 -;Gap=M56 I1 M241;coverage=99.0;identity=93.3;matches=277;mismatches=19;indels=1;unknowns=1
AZ09	AZ09/IA4_c2_51863_83.62	83.62	Chr08	" 126,582,169 "	" 126,582,465 "	88	ID=AZ9/IA4_c2_51863_83.62.path1;Name=AZ9/IA4_c2_51863_83.62;Target=AZ9/IA4_c2_51863_83.62 1 301 +;Gap=M27 I1 M159 I1 M17 I1 M15 D6 M16 I7 M57;coverage=100.0;identity=88.6;matches=271;mismatches=19;indels=16;unknowns=1
AZ09	AZ09/IA4_GS2D_31703p59q3_97.905	97.905	Chr08	" 127,857,210 "	" 127,857,736 "	98	ID=AZ9/IA4_GS2D_31703p59q3_97.905.path1;Name=AZ9/IA4_GS2D_31703p59q3_97.905;Target=AZ9/IA4_GS2D_31703p59q3_97.905 1 359 +;Gap=M114 D3 M206 N165 M39;coverage=100.0;identity=98.9;matches=348;mismatches=1;indels=3;unknowns=10
AZ09	AZ09/IA4_GS1D_35048p234q13_115.128	115.128	Chr08	" 129,101,147 "	" 129,102,853 "	100	ID=AZ9/IA4_GS1D_35048p234q13_115.128.path1;Name=AZ9/IA4_GS1D_35048p234q13_115.128;Target=AZ9/IA4_GS1D_35048p234q13_115.128 1 534 +;Gap=M192 N108 M24 N1065 M318;coverage=100.0;identity=100.0;matches=520;mismatches=0;indels=0;unknowns=14
							
AZ10	AZ10/IA7_c3_40233_0	0	Chr03	" 128,611,797 "	" 128,615,376 "	98	ID=AZ10/IA7_c3_40233_0.path1;Name=AZ10/IA7_c3_40233_0;Target=AZ10/IA7_c3_40233_0 15 301 -;Gap=M148 I1 M56 I1 M34 N3295 M47;coverage=95.3;identity=98.2;matches=280;mismatches=3;indels=2;unknowns=2
AZ10	AZ10/IA7_c3_28441_6.75	6.75	Chr01	" 101,915,560 "	" 101,915,850 "	97	ID=AZ10/IA7_c3_28441_6.75.path1;Name=AZ10/IA7_c3_28441_6.75;Target=AZ10/IA7_c3_28441_6.75 1 293 +;Gap=M97 I1 M17 I1 M177;coverage=100.0;identity=97.3;matches=284;mismatches=6;indels=2;unknowns=1
AZ10	AZ10/IA7_ck_104381_11.616	11.616	Chr03	" 88,520,922 "	" 88,521,221 "	97	ID=AZ10/IA7_ck_104381_11.616.path1;Name=AZ10/IA7_ck_104381_11.616;Target=AZ10/IA7_ck_104381_11.616 2 301 -;Gap=M300;coverage=99.7;identity=97.3;matches=289;mismatches=8;indels=0;unknowns=3
AZ10	AZ10/IA7_EST2A_00002_034_11.814_Cotton16_00002_034	11.814	Chr03	" 49,446,296 "	" 49,448,451 "	98	ID=AZ10/IA7_EST2A_00002_034_11.814_Cotton16_00002_034.path1;Name=AZ10/IA7_EST2A_00002_034_11.814_Cotton16_00002_034;Target=AZ10/IA7_EST2A_00002_034_11.814_Cotton16_00002_034 31 1408 -;Gap=M97 D11 M88 D30 M129 D27 M178 N83 M247 N517 M120 N110 M519;coverage=97.9;identity=93.5;matches=1352;mismatches=26;indels=68;unknowns=0
AZ10	AZ10/IA7_ck_05459_12.218	12.218	Chr03	" 56,624,818 "	" 56,625,123 "	97	ID=AZ10/IA7_ck_05459_12.218.path1;Name=AZ10/IA7_ck_05459_12.218;Target=AZ10/IA7_ck_05459_12.218 1 301 +;Gap=M236 D5 M65;coverage=100.0;identity=97.4;matches=295;mismatches=3;indels=5;unknowns=3
AZ10	AZ10/IA7_ck_56835_12.218	12.218	Chr03	" 32,876,129 "	" 32,876,420 "	92	ID=AZ10/IA7_ck_56835_12.218.path1;Name=AZ10/IA7_ck_56835_12.218;Target=AZ10/IA7_ck_56835_12.218 2 301 -;Gap=M151 I8 M141;coverage=99.7;identity=92.6;matches=277;mismatches=14;indels=8;unknowns=1
AZ10	AZ10/IA7_ck_56835_12.218	12.218	Chr11	" 53,047,108 "	" 53,047,400 "	92	ID=AZ10/IA7_ck_56835_12.218.path2;Name=AZ10/IA7_ck_56835_12.218;Target=AZ10/IA7_ck_56835_12.218 1 301 -;Gap=M151 I8 M142;coverage=100.0;identity=92.3;matches=277;mismatches=15;indels=8;unknowns=1
AZ10	AZ10/IA7_c2_59292_12.369	12.369	Chr03	" 50,359,811 "	" 50,360,109 "	97	ID=AZ10/IA7_c2_59292_12.369.path1;Name=AZ10/IA7_c2_59292_12.369;Target=AZ10/IA7_c2_59292_12.369 1 301 +;Gap=M111 I1 M93 I1 M95;coverage=100.0;identity=97.3;matches=292;mismatches=6;indels=2;unknowns=1
AZ10	AZ10/IA7_c4_15143_15.126	15.126	Chr10	" 76,991,838 "	" 76,992,117 "	95	ID=AZ10/IA7_c4_15143_15.126.path1;Name=AZ10/IA7_c4_15143_15.126;Target=AZ10/IA7_c4_15143_15.126 1 267 +;Gap=M154 N14 M63 I1 M49;coverage=98.2;identity=97.4;matches=258;mismatches=6;indels=1;unknowns=2
AZ10	AZ10/IA7_c4_81753_15.53	15.53	Chr03	" 76,870,353 "	" 76,870,637 "	97	ID=AZ10/IA7_c4_81753_15.53.path1;Name=AZ10/IA7_c4_81753_15.53;Target=AZ10/IA7_c4_81753_15.53 1 287 +;Gap=M108 I1 M21 I1 M156;coverage=95.3;identity=97.9;matches=280;mismatches=4;indels=2;unknowns=1
AZ10	AZ10/IA7_c4_44293_17.644	17.644	Chr01	" 89,120,255 "	" 89,120,555 "	99	ID=AZ10/IA7_c4_44293_17.644.path1;Name=AZ10/IA7_c4_44293_17.644;Target=AZ10/IA7_c4_44293_17.644 1 301 +;Gap=M301;coverage=100.0;identity=99.3;matches=297;mismatches=2;indels=0;unknowns=2
AZ10	AZ10/IA7_c4_18565_18.245	18.245	Chr03	" 80,530,715 "	" 80,531,012 "	97	ID=AZ10/IA7_c4_18565_18.245.path1;Name=AZ10/IA7_c4_18565_18.245;Target=AZ10/IA7_c4_18565_18.245 4 301 -;Gap=M298;coverage=99.0;identity=97.6;matches=287;mismatches=7;indels=0;unknowns=4
AZ10	AZ10/IA7_c4_24463_18.34	18.34	Chr03	" 70,705,539 "	" 70,705,826 "	98	ID=AZ10/IA7_c4_24463_18.34.path1;Name=AZ10/IA7_c4_24463_18.34;Target=AZ10/IA7_c4_24463_18.34 1 289 -;Gap=M27 I1 M261;coverage=100.0;identity=98.6;matches=283;mismatches=3;indels=1;unknowns=2
AZ10	AZ10/IA7_c4_16854_18.782	18.782	Chr03	" 71,277,655 "	" 71,277,940 "	97	ID=AZ10/IA7_c4_16854_18.782.path1;Name=AZ10/IA7_c4_16854_18.782;Target=AZ10/IA7_c4_16854_18.782 1 288 -;Gap=M57 I1 M56 I1 M173;coverage=95.7;identity=97.6;matches=280;mismatches=5;indels=2;unknowns=1
AZ10	AZ10/IA7_c4_49707_21.376	21.376	Chr03	" 102,059,895 "	" 102,060,195 "	98	ID=AZ10/IA7_c4_49707_21.376.path1;Name=AZ10/IA7_c4_49707_21.376;Target=AZ10/IA7_c4_49707_21.376 1 301 +;Gap=M140 D1 M76 I1 M84;coverage=100.0;identity=98.3;matches=296;mismatches=3;indels=2;unknowns=1
AZ10	AZ10/IA7_c4_57541_28.049	28.049	Chr01	" 104,841,655 "	" 104,841,944 "	97	ID=AZ10/IA7_c4_57541_28.049.path1;Name=AZ10/IA7_c4_57541_28.049;Target=AZ10/IA7_c4_57541_28.049 1 292 -;Gap=M40 I1 M22 I1 M228;coverage=100.0;identity=97.6;matches=284;mismatches=5;indels=2;unknowns=1
AZ10	AZ10/IA7_EST1A_24254_01_821_40.944_Cotton16_24254_01	40.944	Chr01	" 108,559,571 "	" 108,562,177 "	98	ID=AZ10/IA7_EST1A_24254_01_821_40.944_Cotton16_24254_01.path1;Name=AZ10/IA7_EST1A_24254_01_821_40.944_Cotton16_24254_01;Target=AZ10/IA7_EST1A_24254_01_821_40.944_Cotton16_24254_01 1 2102 -;Gap=M369 N82 M156 N86 M614 N103 M162 N224 M358 I3 M126 D6 M163 D11 M58 D3 M24 I5 M7 I2 M55;coverage=99.9;identity=97.0;matches=2058;mismatches=34;indels=30;unknowns=0
							
AZ11	AZ11/IA34_EST1A_04360_0_Cotton16_04360_01	0	Chr05	" 16,601,753 "	" 16,603,614 "	99	ID=AZ11/IA34_EST1A_04360_0_Cotton16_04360_01.path1;Name=AZ11/IA34_EST1A_04360_0_Cotton16_04360_01;Target=AZ11/IA34_EST1A_04360_0_Cotton16_04360_01 1 838 -;Gap=M236 N98 M28 N926 M574;coverage=100.0;identity=99.5;matches=834;mismatches=4;indels=0;unknowns=0
AZ11	AZ11/IA34_c4_36190_5.888	5.888	Chr05	" 12,437,073 "	" 12,437,369 "	99	ID=AZ11/IA34_c4_36190_5.888.path1;Name=AZ11/IA34_c4_36190_5.888;Target=AZ11/IA34_c4_36190_5.888 3 301 -;Gap=M205 I1 M9 I1 M83;coverage=99.3;identity=99.3;matches=296;mismatches=0;indels=2;unknowns=1
AZ11	AZ11/IA34_GS2D_4259p2093q25_12.706	12.706	Chr05	" 12,115,764 "	" 12,116,572 "	100	ID=AZ11/IA34_GS2D_4259p2093q25_12.706.path1;Name=AZ11/IA34_GS2D_4259p2093q25_12.706;Target=AZ11/IA34_GS2D_4259p2093q25_12.706 1 601 +;Gap=M107 N133 M405 N75 M89;coverage=100.0;identity=99.7;matches=588;mismatches=2;indels=0;unknowns=11
AZ11	AZ11/IA34_GS1_48876p1060q15_19.843	19.843	Chr05	" 17,006,685 "	" 17,008,313 "	100	ID=AZ11/IA34_GS1_48876p1060q15_19.843.path1;Name=AZ11/IA34_GS1_48876p1060q15_19.843;Target=AZ11/IA34_GS1_48876p1060q15_19.843 1 601 +;Gap=M36 N415 M96 N329 M45 N102 M90 N85 M72 N97 M262;coverage=100.0;identity=99.8;matches=593;mismatches=1;indels=0;unknowns=7
AZ11	AZ11/IA34_GS2A_29117p378q3_25.273	25.273	Chr05	" 15,997,361 "	" 15,997,960 "	99	ID=AZ11/IA34_GS2A_29117p378q3_25.273.path1;Name=AZ11/IA34_GS2A_29117p378q3_25.273;Target=AZ11/IA34_GS2A_29117p378q3_25.273 1 601 +;Gap=M253 I1 M347;coverage=100.0;identity=99.8;matches=577;mismatches=0;indels=1;unknowns=23
							
AZ12	AZ12/IA27-29_EST2_29942_0_Cotton16_29942_01	0	Chr05	" 96,222,661 "	" 96,225,897 "	91	ID=AZ12/IA27-29_EST2_29942_0_Cotton16_29942_01.path1;Name=AZ12/IA27-29_EST2_29942_0_Cotton16_29942_01;Target=AZ12/IA27-29_EST2_29942_0_Cotton16_29942_01 5 1197 -;Gap=M142 D2 M274 N91 M113 N82 M81 N91 M53 N188 M109 N142 M60 N629 M83 N117 M155 N88 M24 D2 M30 N616 M25 I4 M40;coverage=99.7;identity=96.7;matches=1157;mismatches=32;indels=8;unknowns=0
AZ12	AZ12/IA27-29_c4_42998_30.067	30.067	Chr05	" 89,605,062 "	" 89,605,347 "	96	ID=AZ12/IA27-29_c4_42998_30.067.path1;Name=AZ12/IA27-29_c4_42998_30.067;Target=AZ12/IA27-29_c4_42998_30.067 1 286 +;Gap=M286;coverage=100.0;identity=96.5;matches=274;mismatches=10;indels=0;unknowns=2
AZ12	AZ12/IA27-29_EST1D_23510_01_60.653_Cotton16_23510_01	60.653	Chr05	" 31,054,962 "	" 31,056,227 "	98	ID=AZ12/IA27-29_EST1D_23510_01_60.653_Cotton16_23510_01.path1;Name=AZ12/IA27-29_EST1D_23510_01_60.653_Cotton16_23510_01;Target=AZ12/IA27-29_EST1D_23510_01_60.653_Cotton16_23510_01 7 1095 -;Gap=M50 I3 M183 N94 M130 N88 M326 I3 M231 D1 M163;coverage=99.5;identity=97.7;matches=1065;mismatches=18;indels=7;unknowns=0
AZ12	AZ12/IA27-29_GS2D_51331p736q38_65.472	65.472	Chr05	" 29,330,289 "	" 29,332,306 "	98	ID=AZ12/IA27-29_GS2D_51331p736q38_65.472.path1;Name=AZ12/IA27-29_GS2D_51331p736q38_65.472;Target=AZ12/IA27-29_GS2D_51331p736q38_65.472 5 527 -;Gap=M83 N90 M294 N1405 M146;coverage=92.1;identity=99.2;matches=506;mismatches=4;indels=0;unknowns=13
AZ12	AZ12/IA27-29_EST2D_20572_84.155_Cotton16_20572_01	84.155	Chr05	" 23,118,601 "	" 23,119,633 "	95	ID=AZ12/IA27-29_EST2D_20572_84.155_Cotton16_20572_01.path1;Name=AZ12/IA27-29_EST2D_20572_84.155_Cotton16_20572_01;Target=AZ12/IA27-29_EST2D_20572_84.155_Cotton16_20572_01 30 1075 -;Gap=M558 I12 M115 I1 M360;coverage=97.3;identity=95.5;matches=999;mismatches=34;indels=13;unknowns=0
AZ12	AZ12/IA27-29_c4_06690_90.535	90.535	Chr05	" 20,276,860 "	" 20,277,160 "	97	ID=AZ12/IA27-29_c4_06690_90.535.path1;Name=AZ12/IA27-29_c4_06690_90.535;Target=AZ12/IA27-29_c4_06690_90.535 1 301 -;Gap=M301;coverage=100.0;identity=97.0;matches=291;mismatches=9;indels=0;unknowns=1
AZ12	AZ12/IA27-29_GS1D_23044p418q14_100.379	100.379	Chr07	" 3,734,059 "	" 3,734,144 "	100	ID=AZ12/IA27-29_GS1D_23044p418q14_100.379.path1;Name=AZ12/IA27-29_GS1D_23044p418q14_100.379;Target=AZ12/IA27-29_GS1D_23044p418q14_100.379 1 86 +;Gap=M86;coverage=14.3;identity=100.0;matches=83;mismatches=0;indels=0;unknowns=3
AZ12	AZ12/IA27-29_GS1D_23044p418q14_100.379	100.379	Chr05	" 16,577,440 "	" 16,578,398 "	100	ID=AZ12/IA27-29_GS1D_23044p418q14_100.379.path2;Name=AZ12/IA27-29_GS1D_23044p418q14_100.379;Target=AZ12/IA27-29_GS1D_23044p418q14_100.379 87 601 -;Gap=M95 N293 M124 N152 M169 I1 M126;coverage=85.7;identity=99.8;matches=493;mismatches=0;indels=1;unknowns=21
AZ12	AZ12/IA27-29_c2_04598_103.23	103.23	Chr05	" 15,407,053 "	" 15,407,427 "	88	ID=AZ12/IA27-29_c2_04598_103.23.path1;Name=AZ12/IA27-29_c2_04598_103.23;Target=AZ12/IA27-29_c2_04598_103.23 1 301 -;Gap=M3 D1 M42 D5 M28 N64 M47 I1 M7 D11 M39 I4 M47 I1 M81;coverage=100.0;identity=87.7;matches=277;mismatches=16;indels=23;unknowns=1
AZ12	AZ12/IA27-29_c4_09461_130.404	130.404	Chr05	" 9,785,653 "	" 9,785,969 "	90	ID=AZ12/IA27-29_c4_09461_130.404.path1;Name=AZ12/IA27-29_c4_09461_130.404;Target=AZ12/IA27-29_c4_09461_130.404 1 301 +;Gap=M130 D4 M82 D12 M89;coverage=100.0;identity=90.5;matches=286;mismatches=14;indels=16;unknowns=1
AZ12	AZ12/IA27-29_c4_131801_156.219	156.219	Chr05	" 2,541,138 "	" 2,541,345 "	90	ID=AZ12/IA27-29_c4_131801_156.219.path1;Name=AZ12/IA27-29_c4_131801_156.219;Target=AZ12/IA27-29_c4_131801_156.219 10 219 -;Gap=M62 I1 M23 I1 M123;coverage=69.8;identity=90.4;matches=189;mismatches=18;indels=2;unknowns=1
							
AZ13	AZ13/IA10_c2_114573_0	0	Chr11	" 99,661,668 "	" 99,661,962 "	90	ID=AZ13/IA10_c2_114573_0.path1;Name=AZ13/IA10_c2_114573_0;Target=AZ13/IA10_c2_114573_0 2 297 +;Gap=M240 I1 M55;coverage=99.7;identity=90.8;matches=268;mismatches=26;indels=1;unknowns=1
AZ13	AZ13/IA10_c2_114573_0	0	Chr01	" 85,704,985 "	" 85,705,280 "	89	ID=AZ13/IA10_c2_114573_0.path2;Name=AZ13/IA10_c2_114573_0;Target=AZ13/IA10_c2_114573_0 2 297 +;Gap=M156 D1 M82 I1 M57;coverage=99.7;identity=89.9;matches=266;mismatches=28;indels=2;unknowns=1
AZ13	AZ13/IA10_ck_03349_2.391	2.391	Chr08	" 51,517,534 "	" 51,517,636 "	91	ID=AZ13/IA10_ck_03349_2.391.path1;Name=AZ13/IA10_ck_03349_2.391;Target=AZ13/IA10_ck_03349_2.391 36 138 +;Gap=M103;coverage=34.2;identity=91.3;matches=94;mismatches=9;indels=0;unknowns=0
AZ13	AZ13/IA10_ck_03349_2.391	2.391	Chr03	" 92,610,391 "	" 92,610,540 "	86	ID=AZ13/IA10_ck_03349_2.391.path2;Name=AZ13/IA10_ck_03349_2.391;Target=AZ13/IA10_ck_03349_2.391 34 184 +;Gap=M122 I1 M28;coverage=50.2;identity=86.0;matches=129;mismatches=20;indels=1;unknowns=1
AZ13	AZ13/IA10_ck_44780_2.771	2.771	Chr01	" 41,145,587 "	" 41,145,883 "	91	ID=AZ13/IA10_ck_44780_2.771.path1;Name=AZ13/IA10_ck_44780_2.771;Target=AZ13/IA10_ck_44780_2.771 1 301 +;Gap=M182 I1 M15 I1 M23 I1 M13 I1 M64;coverage=100.0;identity=91.3;matches=273;mismatches=22;indels=4;unknowns=2
AZ13	AZ13/IA10_GS1D_42198p123q14_3.45	3.45	Chr01	" 26,111,187 "	" 26,111,659 "	100	ID=AZ13/IA10_GS1D_42198p123q14_3.45.path1;Name=AZ13/IA10_GS1D_42198p123q14_3.45;Target=AZ13/IA10_GS1D_42198p123q14_3.45 52 423 -;Gap=M62 D6 M8 I2 M81 D3 M197 N94 M22;coverage=87.9;identity=97.0;matches=354;mismatches=0;indels=11;unknowns=16
AZ13	AZ13/IA10_c4_68957_9.246	9.246	Chr01	" 40,242,490 "	" 40,242,774 "	94	ID=AZ13/IA10_c4_68957_9.246.path1;Name=AZ13/IA10_c4_68957_9.246;Target=AZ13/IA10_c4_68957_9.246 25 296 -;Gap=M75 I1 M128 N27 M55;coverage=91.9;identity=94.2;matches=243;mismatches=14;indels=1;unknowns=1
AZ13	AZ13/IA10_c4_09583_11.732	11.732	Chr02	" 60,361,482 "	" 60,361,765 "	95	ID=AZ13/IA10_c4_09583_11.732.path1;Name=AZ13/IA10_c4_09583_11.732;Target=AZ13/IA10_c4_09583_11.732 6 290 +;Gap=M20 I1 M264;coverage=98.3;identity=95.6;matches=261;mismatches=11;indels=1;unknowns=12
AZ13	AZ13/IA10_c4_09232_13.414	13.414	Chr02	" 87,344,735 "	" 87,345,066 "	80	ID=AZ13/IA10_c4_09232_13.414.path1;Name=AZ13/IA10_c4_09232_13.414;Target=AZ13/IA10_c4_09232_13.414 4 301 +;Gap=M53 D40 M10 I1 M28 I1 M37 I2 M30 I2 M134;coverage=99.0;identity=80.7;matches=272;mismatches=19;indels=46;unknowns=1
AZ13	AZ13/IA10_c4_21328_38.672	38.672	Chr02	" 97,268,239 "	" 97,268,558 "	95	ID=AZ13/IA10_c4_21328_38.672.path1;Name=AZ13/IA10_c4_21328_38.672;Target=AZ13/IA10_c4_21328_38.672 1 269 +;Gap=M72 I1 M51 I1 M25 D2 M24 N51 M95;coverage=89.4;identity=92.6;matches=249;mismatches=16;indels=4;unknowns=2
							
AZ14	AZ14/IA14_c4_07376_0	0	Chr12	" 36,721,160 "	" 36,947,925 "	84	ID=AZ14/IA14_c4_07376_0.path1;Name=AZ14/IA14_c4_07376_0;Target=AZ14/IA14_c4_07376_0 18 298 -;Gap=M29 I1 M24 D6 M93 N34300 M12 N32052 M2 N16273 M6 N4266 M4 N790 M10 N12942 M3 N119813 M1 N6124 M16;coverage=93.4;identity=88.4;matches=183;mismatches=17;indels=7;unknowns=0
AZ14	AZ14/IA14_c4_25634_8.625	8.625	Chr04	" 92,724,301 "	" 92,724,598 "	97	ID=AZ14/IA14_c4_25634_8.625.path1;Name=AZ14/IA14_c4_25634_8.625;Target=AZ14/IA14_c4_25634_8.625 1 301 -;Gap=M107 I1 M7 I1 M94 I1 M90;coverage=100.0;identity=98.0;matches=293;mismatches=3;indels=3;unknowns=2
AZ14	AZ14/IA14_c4_00820_24.762	24.762	Chr04	" 82,768,707 "	" 82,769,004 "	93	ID=AZ14/IA14_c4_00820_24.762.path1;Name=AZ14/IA14_c4_00820_24.762;Target=AZ14/IA14_c4_00820_24.762 4 301 -;Gap=M298;coverage=99.0;identity=93.3;matches=277;mismatches=20;indels=0;unknowns=1
AZ14	AZ14/IA14_GS1_3305p954q19_25.983	25.983	Chr04	" 20,511,939 "	" 20,512,539 "	100	ID=AZ14/IA14_GS1_3305p954q19_25.983.path1;Name=AZ14/IA14_GS1_3305p954q19_25.983;Target=AZ14/IA14_GS1_3305p954q19_25.983 1 601 +;Gap=M601;coverage=100.0;identity=100.0;matches=580;mismatches=0;indels=0;unknowns=21
AZ14	AZ14/IA14_c2_14014_26.69	26.69	Chr04	" 82,890,780 "	" 82,891,054 "	96	ID=AZ14/IA14_c2_14014_26.69.path1;Name=AZ14/IA14_c2_14014_26.69;Target=AZ14/IA14_c2_14014_26.69 1 275 -;Gap=M81 D1 M125 I1 M68;coverage=100.0;identity=96.0;matches=264;mismatches=9;indels=2;unknowns=1
AZ14	AZ14/IA14_cs_12499_28.024	28.024	Chr04	" 39,579,347 "	" 39,579,639 "	87	ID=AZ14/IA14_cs_12499_28.024.path1;Name=AZ14/IA14_cs_12499_28.024;Target=AZ14/IA14_cs_12499_28.024 3 301 +;Gap=M186 I1 M60 I3 M35 I2 M12;coverage=99.3;identity=87.8;matches=260;mismatches=30;indels=6;unknowns=3
AZ14	AZ14/IA14_c4_07561_28.685	28.685	Chr10	" 61,118,498 "	" 61,118,726 "	88	ID=AZ14/IA14_c4_07561_28.685.path1;Name=AZ14/IA14_c4_07561_28.685;Target=AZ14/IA14_c4_07561_28.685 50 277 +;Gap=M38 I1 M98 D1 M43 D1 M48;coverage=80.9;identity=88.6;matches=203;mismatches=23;indels=3;unknowns=1
AZ14	AZ14/IA14_c4_03381_29.72	29.72	Chr03	" 100,374,349 "	" 100,374,638 "	89	ID=AZ14/IA14_c4_03381_29.72.path1;Name=AZ14/IA14_c4_03381_29.72;Target=AZ14/IA14_c4_03381_29.72 5 296 -;Gap=M117 I1 M54 I1 M119;coverage=97.0;identity=89.7;matches=261;mismatches=28;indels=2;unknowns=1
AZ14	AZ14/IA14_c4_03381_29.72	29.72	Chr04	" 77,427,602 "	" 77,427,892 "	88	ID=AZ14/IA14_c4_03381_29.72.path2;Name=AZ14/IA14_c4_03381_29.72;Target=AZ14/IA14_c4_03381_29.72 5 296 +;Gap=M22 D1 M91 I1 M59 I2 M72 D1 M45;coverage=97.0;identity=88.7;matches=260;mismatches=28;indels=5;unknowns=1
