# Generated by GMAP version 2018-07-04 using call:  gmap.avx2 -D . -d TM1 -t 150 -n 2 -f 4 QTLtargetseqsFixed.fasta							
LG	Marker	Position	Chr	Start	End	% ID	
AZ13/IA10	AZ13/IA10_c4_09232_13.414	13.414	D01	"55,175,938"	"55,176,234"	99	ID=AZ13/IA10_c4_09232_13.414.path1;Name=AZ13/IA10_c4_09232_13.414;Target=AZ13/IA10_c4_09232_13.414 4 301 +;Gap=M92 I1 M205;coverage=99.0;identity=99.7;matches=296;mismatches=0;indels=1;unknowns=1
AZ13/IA10	AZ13/IA10_c4_21328_38.672	38.672	D01	"62,287,774"	"62,288,071"	98	ID=AZ13/IA10_c4_21328_38.672.path1;Name=AZ13/IA10_c4_21328_38.672;Target=AZ13/IA10_c4_21328_38.672 1 301 +;Gap=M66 I1 M57 I1 M140 I1 M35;coverage=100.0;identity=99.0;matches=296;mismatches=0;indels=3;unknowns=2
							
AZ14/IA14	AZ14/IA14_c4_07376_0	0	D04	"4,628,961"	"4,629,259"	99	ID=AZ14/IA14_c4_07376_0.path1;Name=AZ14/IA14_c4_07376_0;Target=AZ14/IA14_c4_07376_0 1 301 -;Gap=M32 I1 M197 I1 M70;coverage=100.0;identity=99.3;matches=297;mismatches=0;indels=2;unknowns=2
AZ14/IA14	AZ14/IA14_c4_25634_8.625	8.625	D04	"3,602,330"	"3,602,628"	99	ID=AZ14/IA14_c4_25634_8.625.path1;Name=AZ14/IA14_c4_25634_8.625;Target=AZ14/IA14_c4_25634_8.625 1 301 +;Gap=M180 I1 M7 I1 M112;coverage=100.0;identity=99.3;matches=297;mismatches=0;indels=2;unknowns=2
AZ14/IA14	AZ14/IA14_c4_25634_8.625	8.625	A05	"95,614,098"	"95,614,395"	98	ID=AZ14/IA14_c4_25634_8.625.path2;Name=AZ14/IA14_c4_25634_8.625;Target=AZ14/IA14_c4_25634_8.625 1 301 +;Gap=M89 I1 M90 I1 M7 I1 M112;coverage=100.0;identity=98.7;matches=295;mismatches=1;indels=3;unknowns=2
AZ14/IA14	AZ14/IA14_c4_00820_24.762	24.762	D04	"12,443,194"	"12,443,494"	99	ID=AZ14/IA14_c4_00820_24.762.path1;Name=AZ14/IA14_c4_00820_24.762;Target=AZ14/IA14_c4_00820_24.762 1 301 +;Gap=M301;coverage=100.0;identity=99.7;matches=299;mismatches=1;indels=0;unknowns=1
AZ14/IA14	AZ14/IA14_GS1_3305p954q19_25.983	25.983	A04	"62,762,006"	"62,762,606"	100	ID=AZ14/IA14_GS1_3305p954q19_25.983.path1;Name=AZ14/IA14_GS1_3305p954q19_25.983;Target=AZ14/IA14_GS1_3305p954q19_25.983 1 601 -;Gap=M601;coverage=100.0;identity=100.0;matches=580;mismatches=0;indels=0;unknowns=21
AZ14/IA14	AZ14/IA14_GS1_3305p954q19_25.983	25.983	D04	"41,232,324"	"41,232,924"	100	ID=AZ14/IA14_GS1_3305p954q19_25.983.path2;Name=AZ14/IA14_GS1_3305p954q19_25.983;Target=AZ14/IA14_GS1_3305p954q19_25.983 1 601 -;Gap=M601;coverage=100.0;identity=100.0;matches=580;mismatches=0;indels=0;unknowns=21
AZ14/IA14	AZ14/IA14_c2_14014_26.69	26.69	D04	"12,364,699"	"12,364,972"	99	ID=AZ14/IA14_c2_14014_26.69.path1;Name=AZ14/IA14_c2_14014_26.69;Target=AZ14/IA14_c2_14014_26.69 1 275 +;Gap=M65 I1 M209;coverage=100.0;identity=99.6;matches=273;mismatches=0;indels=1;unknowns=1
AZ14/IA14	AZ14/IA14_cs_12499_28.024	28.024	D04	"34,198,635"	"34,198,929"	97	ID=AZ14/IA14_cs_12499_28.024.path1;Name=AZ14/IA14_cs_12499_28.024;Target=AZ14/IA14_cs_12499_28.024 1 301 -;Gap=M12 I2 M35 I2 M58 I1 M65 I1 M125;coverage=100.0;identity=97.7;matches=291;mismatches=1;indels=6;unknowns=3
AZ14/IA14	AZ14/IA14_c4_07561_28.685	28.685	D04	"26,366,343"	"26,366,622"	100	ID=AZ14/IA14_c4_07561_28.685.path1;Name=AZ14/IA14_c4_07561_28.685;Target=AZ14/IA14_c4_07561_28.685 1 280 -;Gap=M280;coverage=99.3;identity=100.0;matches=279;mismatches=0;indels=0;unknowns=1
AZ14/IA14	AZ14/IA14_c4_03381_29.72	29.72	D04	"25,335,412"	"25,335,709"	99	ID=AZ14/IA14_c4_03381_29.72.path1;Name=AZ14/IA14_c4_03381_29.72;Target=AZ14/IA14_c4_03381_29.72 1 301 -;Gap=M54 I1 M68 I1 M57 I1 M119;coverage=100.0;identity=99.0;matches=297;mismatches=0;indels=3;unknowns=1
AZ14/IA14	AZ14/IA14_c4_35576_29.939	29.939	D04	"22,188,575"	"22,188,853"	98	ID=AZ14/IA14_c4_35576_29.939.path1;Name=AZ14/IA14_c4_35576_29.939;Target=AZ14/IA14_c4_35576_29.939 1 283 +;Gap=M218 I1 M9 I2 M8 I1 M44;coverage=100.0;identity=98.6;matches=278;mismatches=0;indels=4;unknowns=1
AZ14/IA14	AZ14/IA14_c4_75611_30.103	30.103	D04	"29,262,880"	"29,263,179"	99	ID=AZ14/IA14_c4_75611_30.103.path1;Name=AZ14/IA14_c4_75611_30.103;Target=AZ14/IA14_c4_75611_30.103 1 301 -;Gap=M259 I1 M41;coverage=100.0;identity=99.7;matches=299;mismatches=0;indels=1;unknowns=1
AZ14/IA14	AZ14/IA14_c4_50627_30.11	30.11	D04	"30,354,820"	"30,355,114"	93	ID=AZ14/IA14_c4_50627_30.11.path1;Name=AZ14/IA14_c4_50627_30.11;Target=AZ14/IA14_c4_50627_30.11 1 301 +;Gap=M163 I1 M18 I1 M31 I10 M8 D7 M16 I1 M52;coverage=100.0;identity=93.1;matches=285;mismatches=1;indels=20;unknowns=2
AZ14/IA14	AZ14/IA14_cs_173_31.302	31.302	D04	"39,704,855"	"39,705,152"	99	ID=AZ14/IA14_cs_173_31.302.path1;Name=AZ14/IA14_cs_173_31.302;Target=AZ14/IA14_cs_173_31.302 1 301 -;Gap=M30 I1 M87 I1 M14 I1 M167;coverage=100.0;identity=99.0;matches=297;mismatches=0;indels=3;unknowns=1
AZ14/IA14	AZ14/IA14_c3_120507_31.831	31.831	D04	"13,781,290"	"13,781,587"	98	ID=AZ14/IA14_c3_120507_31.831.path1;Name=AZ14/IA14_c3_120507_31.831;Target=AZ14/IA14_c3_120507_31.831 1 301 +;Gap=M73 I1 M151 I1 M4 I1 M70;coverage=100.0;identity=99.0;matches=296;mismatches=0;indels=3;unknowns=2
AZ14/IA14	AZ14/IA14_c4_10606_32.992	32.992	D04	"44,538,095"	"44,538,388"	97	ID=AZ14/IA14_c4_10606_32.992.path1;Name=AZ14/IA14_c4_10606_32.992;Target=AZ14/IA14_c4_10606_32.992 1 301 +;Gap=M59 I7 M235;coverage=100.0;identity=97.7;matches=292;mismatches=0;indels=7;unknowns=2
AZ14/IA14	AZ14/IA14_EST2D_06190_34.289_Cotton16_06190_01	34.289	D04	"44,297,972"	"44,300,080"	99	ID=AZ14/IA14_EST2D_06190_34.289_Cotton16_06190_01.path1;Name=AZ14/IA14_EST2D_06190_34.289_Cotton16_06190_01;Target=AZ14/IA14_EST2D_06190_34.289_Cotton16_06190_01 1 1268 -;Gap=M218 N81 M51 N191 M77 N156 M88 N82 M276 N224 M249 N109 M128 I2 M179;coverage=100.0;identity=99.5;matches=1262;mismatches=4;indels=2;unknowns=0
AZ14/IA14	AZ14/IA14_c4_12071_34.737	34.737	D04	"45,724,046"	"45,724,345"	99	ID=AZ14/IA14_c4_12071_34.737.path1;Name=AZ14/IA14_c4_12071_34.737;Target=AZ14/IA14_c4_12071_34.737 1 301 -;Gap=M216 I1 M84;coverage=100.0;identity=99.7;matches=298;mismatches=0;indels=1;unknowns=2
AZ14/IA14	AZ14/IA14_c4_07752_35.133	35.133	D04	"46,078,779"	"46,079,048"	99	ID=AZ14/IA14_c4_07752_35.133.path1;Name=AZ14/IA14_c4_07752_35.133;Target=AZ14/IA14_c4_07752_35.133 1 271 -;Gap=M59 I1 M211;coverage=100.0;identity=99.6;matches=269;mismatches=0;indels=1;unknowns=1
AZ14/IA14	AZ14/IA14_c4_23248_39.443	39.443	D04	"14,579,649"	"14,579,948"	99	ID=AZ14/IA14_c4_23248_39.443.path1;Name=AZ14/IA14_c4_23248_39.443;Target=AZ14/IA14_c4_23248_39.443 1 301 -;Gap=M101 I1 M199;coverage=100.0;identity=99.7;matches=298;mismatches=0;indels=1;unknowns=2
AZ14/IA14	AZ14/IA14_c2_50716_43.143	43.143	A02	"62,208,783"	"62,208,998"	87	ID=AZ14/IA14_c2_50716_43.143.path1;Name=AZ14/IA14_c2_50716_43.143;Target=AZ14/IA14_c2_50716_43.143 30 238 -;Gap=M49 D1 M15 D6 M145;coverage=69.9;identity=87.4;matches=188;mismatches=20;indels=7;unknowns=1
AZ14/IA14	AZ14/IA14_c4_02071_66.901	66.901	D04	"54,098,933"	"54,099,233"	100	ID=AZ14/IA14_c4_02071_66.901.path1;Name=AZ14/IA14_c4_02071_66.901;Target=AZ14/IA14_c4_02071_66.901 1 301 -;Gap=M301;coverage=100.0;identity=100.0;matches=299;mismatches=0;indels=0;unknowns=2
AZ14/IA14	AZ14/IA14_c4_34293_87.637	87.637	D04	"56,438,319"	"56,438,619"	100	ID=AZ14/IA14_c4_34293_87.637.path1;Name=AZ14/IA14_c4_34293_87.637;Target=AZ14/IA14_c4_34293_87.637 1 301 +;Gap=M301;coverage=100.0;identity=100.0;matches=300;mismatches=0;indels=0;unknowns=1
							
AZ15/IA17	AZ15/IA17_18_cs_1288_0	0	A11	"12,955,059"	"12,955,322"	100	ID=AZ15/IA17_18_cs_1288_0.path1;Name=AZ15/IA17_18_cs_1288_0;Target=AZ15/IA17_18_cs_1288_0 1 264 +;Gap=M264;coverage=100.0;identity=100.0;matches=262;mismatches=0;indels=0;unknowns=2
AZ15/IA17	AZ15/IA17_18_c4_26580_11.663	11.663	A11	"10,951,928"	"10,952,206"	100	ID=AZ15/IA17_18_c4_26580_11.663.path1;Name=AZ15/IA17_18_c4_26580_11.663;Target=AZ15/IA17_18_c4_26580_11.663 1 279 +;Gap=M279;coverage=92.7;identity=100.0;matches=278;mismatches=0;indels=0;unknowns=1
AZ15/IA17	AZ15/IA17_18_c4_68550_35.171	35.171	A11	"53,172,447"	"53,172,721"	98	ID=AZ15/IA17_18_c4_68550_35.171.path1;Name=AZ15/IA17_18_c4_68550_35.171;Target=AZ15/IA17_18_c4_68550_35.171 1 274 +;Gap=M144 D1 M130;coverage=100.0;identity=98.9;matches=270;mismatches=2;indels=1;unknowns=2
AZ15/IA17	AZ15/IA17_18_EST1A_00072_04_36.376_Cotton16_00072_04	36.376	D11	"35,553,465"	"35,556,030"	100	ID=AZ15/IA17_18_EST1A_00072_04_36.376_Cotton16_00072_04.path1;Name=AZ15/IA17_18_EST1A_00072_04_36.376_Cotton16_00072_04;Target=AZ15/IA17_18_EST1A_00072_04_36.376_Cotton16_00072_04 4 1302 -;Gap=M149 N682 M146 N192 M219 N93 M213 N300 M572;coverage=95.2;identity=99.8;matches=1297;mismatches=2;indels=0;unknowns=0
AZ15/IA17	AZ15/IA17_18_EST1A_00072_04_36.376_Cotton16_00072_04	36.376	A11	"45,698,526"	"45,698,580"	100	ID=AZ15/IA17_18_EST1A_00072_04_36.376_Cotton16_00072_04.path2;Name=AZ15/IA17_18_EST1A_00072_04_36.376_Cotton16_00072_04;Target=AZ15/IA17_18_EST1A_00072_04_36.376_Cotton16_00072_04 1303 1357 -;Gap=M55;coverage=4.0;identity=100.0;matches=55;mismatches=0;indels=0;unknowns=0
AZ15/IA17	AZ15/IA17_18_ck_07011_41.889	41.889	scaffold_33	"385,718"	"386,015"	99	ID=AZ15/IA17_18_ck_07011_41.889.path1;Name=AZ15/IA17_18_ck_07011_41.889;Target=AZ15/IA17_18_ck_07011_41.889 1 299 +;Gap=M253 I1 M45;coverage=99.3;identity=99.7;matches=297;mismatches=0;indels=1;unknowns=1
AZ15/IA17	AZ15/IA17_18_ck_24378_42.294	42.294	A11	"52,698,740"	"52,699,023"	99	ID=AZ15/IA17_18_ck_24378_42.294.path1;Name=AZ15/IA17_18_ck_24378_42.294;Target=AZ15/IA17_18_ck_24378_42.294 1 286 -;Gap=M23 I1 M55 I1 M206;coverage=100.0;identity=99.3;matches=281;mismatches=0;indels=2;unknowns=3
AZ15/IA17	AZ15/IA17_18_c4_94051_44.147	44.147	A11	"81,127,875"	"81,128,165"	99	ID=AZ15/IA17_18_c4_94051_44.147.path1;Name=AZ15/IA17_18_c4_94051_44.147;Target=AZ15/IA17_18_c4_94051_44.147 1 292 +;Gap=M70 I1 M221;coverage=100.0;identity=99.7;matches=288;mismatches=0;indels=1;unknowns=3
AZ15/IA17	AZ15/IA17_18_c4_05495_44.532	44.532	A11	"68,627,562"	"68,627,857"	100	ID=AZ15/IA17_18_c4_05495_44.532.path1;Name=AZ15/IA17_18_c4_05495_44.532;Target=AZ15/IA17_18_c4_05495_44.532 1 296 -;Gap=M296;coverage=99.7;identity=100.0;matches=294;mismatches=0;indels=0;unknowns=2
AZ15/IA17	AZ15/IA17_18_c4_134286_46.328	46.328	A11	"48,389,338"	"48,389,609"	100	ID=AZ15/IA17_18_c4_134286_46.328.path1;Name=AZ15/IA17_18_c4_134286_46.328;Target=AZ15/IA17_18_c4_134286_46.328 30 301 -;Gap=M272;coverage=90.4;identity=100.0;matches=270;mismatches=0;indels=0;unknowns=2
AZ15/IA17	AZ15/IA17_18_c4_16509_48.674	48.674	A11	"79,145,908"	"79,146,206"	99	ID=AZ15/IA17_18_c4_16509_48.674.path1;Name=AZ15/IA17_18_c4_16509_48.674;Target=AZ15/IA17_18_c4_16509_48.674 1 301 -;Gap=M105 I1 M22 I1 M172;coverage=100.0;identity=99.3;matches=298;mismatches=0;indels=2;unknowns=1
AZ15/IA17	AZ15/IA17_18_c4_07089_49.51	49.51	A11	"81,524,028"	"81,524,326"	99	ID=AZ15/IA17_18_c4_07089_49.51.path1;Name=AZ15/IA17_18_c4_07089_49.51;Target=AZ15/IA17_18_c4_07089_49.51 1 301 +;Gap=M51 I1 M34 I1 M214;coverage=100.0;identity=99.3;matches=298;mismatches=0;indels=2;unknowns=1
AZ15/IA17	AZ15/IA17_18_ck_44145_50.023	50.023	A11	"66,564,698"	"66,564,997"	99	ID=AZ15/IA17_18_ck_44145_50.023.path1;Name=AZ15/IA17_18_ck_44145_50.023;Target=AZ15/IA17_18_ck_44145_50.023 1 301 +;Gap=M235 I1 M65;coverage=100.0;identity=99.7;matches=299;mismatches=0;indels=1;unknowns=1
AZ15/IA17	AZ15/IA17_18_c3_63275_51.324	51.324	A11	"88,680,598"	"88,680,887"	98	ID=AZ15/IA17_18_c3_63275_51.324.path1;Name=AZ15/IA17_18_c3_63275_51.324;Target=AZ15/IA17_18_c3_63275_51.324 1 292 -;Gap=M18 I2 M16 D1 M153 I1 M102;coverage=100.0;identity=98.6;matches=287;mismatches=0;indels=4;unknowns=2
AZ15/IA17	AZ15/IA17_18_c3_28470_62.336	62.336	A11	"103,552,230"	"103,552,511"	99	ID=AZ15/IA17_18_c3_28470_62.336.path1;Name=AZ15/IA17_18_c3_28470_62.336;Target=AZ15/IA17_18_c3_28470_62.336 14 297 +;Gap=M215 I1 M10 I1 M57;coverage=95.6;identity=99.3;matches=280;mismatches=0;indels=2;unknowns=2
AZ15/IA17	AZ15/IA17_18_c4_110219_64.074	64.074	A11	"94,722,588"	"94,722,880"	99	ID=AZ15/IA17_18_c4_110219_64.074.path1;Name=AZ15/IA17_18_c4_110219_64.074;Target=AZ15/IA17_18_c4_110219_64.074 1 295 +;Gap=M112 I1 M16 I1 M165;coverage=100.0;identity=99.3;matches=288;mismatches=0;indels=2;unknowns=5
AZ15/IA17	AZ15/IA17_18_c4_47355_82.548	82.548	A11	"109,621,794"	"109,622,090"	97	ID=AZ15/IA17_18_c4_47355_82.548.path1;Name=AZ15/IA17_18_c4_47355_82.548;Target=AZ15/IA17_18_c4_47355_82.548 1 301 +;Gap=M167 I1 M82 I2 M8 I1 M40;coverage=100.0;identity=98.0;matches=293;mismatches=2;indels=4;unknowns=2
							
AZ16	AZ16_17/IA22_c4_00014_0	0	A07	"1,830,647"	"1,830,947"	100	ID=AZ16_17/IA22_c4_00014_0.path1;Name=AZ16_17/IA22_c4_00014_0;Target=AZ16_17/IA22_c4_00014_0 1 301 +;Gap=M301;coverage=100.0;identity=100.0;matches=299;mismatches=0;indels=0;unknowns=2
AZ16	AZ16_17/IA22_EST1A_00010_17_14.334_Cotton16_00010_17	14.334	A07	"92,681,306"	"92,683,599"	100	ID=AZ16_17/IA22_EST1A_00010_17_14.334_Cotton16_00010_17.path1;Name=AZ16_17/IA22_EST1A_00010_17_14.334_Cotton16_00010_17;Target=AZ16_17/IA22_EST1A_00010_17_14.334_Cotton16_00010_17 1 1301 -;Gap=M407 N94 M274 N717 M173 N105 M210 N77 M237;coverage=99.2;identity=99.2;matches=1290;mismatches=11;indels=0;unknowns=0
AZ16	AZ16_17/IA22_EST1A_00010_17_14.334_Cotton16_00010_17	14.334	D07	"56,935,433"	"56,937,783"	100	ID=AZ16_17/IA22_EST1A_00010_17_14.334_Cotton16_00010_17.path2;Name=AZ16_17/IA22_EST1A_00010_17_14.334_Cotton16_00010_17;Target=AZ16_17/IA22_EST1A_00010_17_14.334_Cotton16_00010_17 1 1299 -;Gap=M407 N94 M274 N769 M173 N106 M210 N83 M235;coverage=99.0;identity=98.2;matches=1276;mismatches=23;indels=0;unknowns=0
AZ16	AZ16_17/IA22_GS1A_20202p545q14_26.824	26.824	A07	"92,795,490"	"92,797,391"	100	ID=AZ16_17/IA22_GS1A_20202p545q14_26.824.path1;Name=AZ16_17/IA22_GS1A_20202p545q14_26.824;Target=AZ16_17/IA22_GS1A_20202p545q14_26.824 1 601 +;Gap=M476 N1301 M125;coverage=100.0;identity=100.0;matches=588;mismatches=0;indels=0;unknowns=13
AZ16	AZ16_17/IA22_GS1A_20202p545q14_26.824	26.824	D07	"57,017,810"	"57,019,769"	100	ID=AZ16_17/IA22_GS1A_20202p545q14_26.824.path2;Name=AZ16_17/IA22_GS1A_20202p545q14_26.824;Target=AZ16_17/IA22_GS1A_20202p545q14_26.824 1 601 +;Gap=M476 N1359 M125;coverage=100.0;identity=100.0;matches=588;mismatches=0;indels=0;unknowns=13
AZ16	AZ16_17/IA22_c3_11606_31.833	31.833	A07	"93,171,853"	"93,172,152"	99	ID=AZ16_17/IA22_c3_11606_31.833.path1;Name=AZ16_17/IA22_c3_11606_31.833;Target=AZ16_17/IA22_c3_11606_31.833 1 301 -;Gap=M19 I1 M281;coverage=100.0;identity=99.3;matches=298;mismatches=1;indels=1;unknowns=1
AZ16	AZ16_17/IA22_GS1A_23155p1125q16_35.735	35.735	A07	"7,321,899"	"7,323,611"	99	ID=AZ16_17/IA22_GS1A_23155p1125q16_35.735.path1;Name=AZ16_17/IA22_GS1A_23155p1125q16_35.735;Target=AZ16_17/IA22_GS1A_23155p1125q16_35.735 1 461 -;Gap=M213 N204 M70 N727 M106 N321 M72;coverage=95.1;identity=99.8;matches=456;mismatches=1;indels=0;unknowns=4
AZ16	AZ16_17/IA22_c2_11322_47.783	47.783	A07	"18,377,612"	"18,377,912"	100	ID=AZ16_17/IA22_c2_11322_47.783.path1;Name=AZ16_17/IA22_c2_11322_47.783;Target=AZ16_17/IA22_c2_11322_47.783 1 301 -;Gap=M301;coverage=100.0;identity=100.0;matches=299;mismatches=0;indels=0;unknowns=2
AZ16	AZ16_17/IA22_c2_48642_52.678	52.678	A07	"89,848,877"	"89,849,177"	98	ID=AZ16_17/IA22_c2_48642_52.678.path1;Name=AZ16_17/IA22_c2_48642_52.678;Target=AZ16_17/IA22_c2_48642_52.678 1 301 -;Gap=M301;coverage=100.0;identity=99.0;matches=296;mismatches=3;indels=0;unknowns=2
AZ16	AZ16_17/IA22_cs_1083_54.222	54.222	A07	"20,614,871"	"20,615,165"	97	ID=AZ16_17/IA22_cs_1083_54.222.path1;Name=AZ16_17/IA22_cs_1083_54.222;Target=AZ16_17/IA22_cs_1083_54.222 1 301 -;Gap=M26 I1 M26 I1 M80 I1 M133 I2 M9 I1 M21;coverage=100.0;identity=98.0;matches=292;mismatches=0;indels=6;unknowns=3
AZ16	AZ16_17/IA22_c4_32659_60.772	60.772	A07	"24,309,913"	"24,310,209"	98	ID=AZ16_17/IA22_c4_32659_60.772.path1;Name=AZ16_17/IA22_c4_32659_60.772;Target=AZ16_17/IA22_c4_32659_60.772 1 301 +;Gap=M186 I1 M34 I1 M41 I1 M8 I1 M28;coverage=100.0;identity=98.7;matches=296;mismatches=0;indels=4;unknowns=1
AZ16	AZ16_17/IA22_c4_05239_64.164	64.164	A07	"65,315,590"	"65,315,890"	100	ID=AZ16_17/IA22_c4_05239_64.164.path1;Name=AZ16_17/IA22_c4_05239_64.164;Target=AZ16_17/IA22_c4_05239_64.164 1 301 -;Gap=M301;coverage=100.0;identity=100.0;matches=300;mismatches=0;indels=0;unknowns=1
AZ16	AZ16_17/IA22_ck_24803_65.129	65.129	A07	"34,126,828"	"34,127,098"	98	ID=AZ16_17/IA22_ck_24803_65.129.path1;Name=AZ16_17/IA22_ck_24803_65.129;Target=AZ16_17/IA22_ck_24803_65.129 1 274 -;Gap=M159 I1 M34 I1 M7 I1 M71;coverage=100.0;identity=98.9;matches=267;mismatches=0;indels=3;unknowns=4
AZ16	AZ16_17/IA22_ck_08110_66.837	66.837	A07	"54,651,076"	"54,651,357"	99	ID=AZ16_17/IA22_ck_08110_66.837.path1;Name=AZ16_17/IA22_ck_08110_66.837;Target=AZ16_17/IA22_ck_08110_66.837 1 283 +;Gap=M237 I1 M45;coverage=94.0;identity=99.6;matches=281;mismatches=0;indels=1;unknowns=1
AZ16	AZ16_17/IA22_ck_53995_68.639	68.639	A07	"85,891,142"	"85,891,441"	99	ID=AZ16_17/IA22_ck_53995_68.639.path1;Name=AZ16_17/IA22_ck_53995_68.639;Target=AZ16_17/IA22_ck_53995_68.639 1 301 +;Gap=M87 I1 M213;coverage=100.0;identity=99.3;matches=297;mismatches=1;indels=1;unknowns=2
AZ16	AZ16_17/IA22_c4_10256_70.052	70.052	A07	"72,792,542"	"72,792,842"	100	ID=AZ16_17/IA22_c4_10256_70.052.path1;Name=AZ16_17/IA22_c4_10256_70.052;Target=AZ16_17/IA22_c4_10256_70.052 1 301 +;Gap=M301;coverage=100.0;identity=100.0;matches=299;mismatches=0;indels=0;unknowns=2
AZ16	AZ16_17/IA22_c4_40887_74.93	74.93	A07	"67,495,873"	"67,496,154"	98	ID=AZ16_17/IA22_c4_40887_74.93.path1;Name=AZ16_17/IA22_c4_40887_74.93;Target=AZ16_17/IA22_c4_40887_74.93 1 285 +;Gap=M206 I2 M25 I1 M51;coverage=100.0;identity=98.9;matches=280;mismatches=0;indels=3;unknowns=2
AZ16	AZ16_17/IA22_c4_117179_75.801	75.801	A10	"83,243,828"	"83,332,499"	96	ID=AZ16_17/IA22_c4_117179_75.801.path1;Name=AZ16_17/IA22_c4_117179_75.801;Target=AZ16_17/IA22_c4_117179_75.801 1 284 -;Gap=M43 I1 M63 N32281 M2 N46563 M8 N9545 M167;coverage=100.0;identity=96.1;matches=272;mismatches=10;indels=1;unknowns=1
AZ16	AZ16_17/IA22_c4_04889_77.134	77.134	A07	"80,660,496"	"80,660,794"	99	ID=AZ16_17/IA22_c4_04889_77.134.path1;Name=AZ16_17/IA22_c4_04889_77.134;Target=AZ16_17/IA22_c4_04889_77.134 1 301 -;Gap=M31 I1 M236 I1 M32;coverage=100.0;identity=99.3;matches=297;mismatches=0;indels=2;unknowns=2
AZ16	AZ16_17/IA22_c4_49169_79.95	79.95	A07	"88,161,608"	"88,161,909"	99	ID=AZ16_17/IA22_c4_49169_79.95.path1;Name=AZ16_17/IA22_c4_49169_79.95;Target=AZ16_17/IA22_c4_49169_79.95 1 301 +;Gap=M77 D1 M224;coverage=100.0;identity=99.7;matches=300;mismatches=0;indels=1;unknowns=1
							
AZ18/IA8	AZ18/IA8_GS2A_42831p351q12_0	0	A13	"96,773,239"	"96,773,839"	99	ID=AZ18/IA8_GS2A_42831p351q12_0.path1;Name=AZ18/IA8_GS2A_42831p351q12_0;Target=AZ18/IA8_GS2A_42831p351q12_0 1 601 +;Gap=M601;coverage=100.0;identity=99.8;matches=590;mismatches=1;indels=0;unknowns=10
AZ18/IA8	AZ18/IA8_GS1A_40993p488q27_7.441	7.441	D13	"53,538,434"	"53,539,782"	99	ID=AZ18/IA8_GS1A_40993p488q27_7.441.path1;Name=AZ18/IA8_GS1A_40993p488q27_7.441;Target=AZ18/IA8_GS1A_40993p488q27_7.441 1 601 +;Gap=M226 N746 M353 D1 M5 D1 M17;coverage=100.0;identity=99.7;matches=584;mismatches=0;indels=2;unknowns=17
AZ18/IA8	AZ18/IA8_GS1A_40993p488q27_7.441	7.441	A13	"91,953,172"	"91,954,500"	100	ID=AZ18/IA8_GS1A_40993p488q27_7.441.path2;Name=AZ18/IA8_GS1A_40993p488q27_7.441;Target=AZ18/IA8_GS1A_40993p488q27_7.441 1 584 +;Gap=M226 N745 M358;coverage=97.2;identity=100.0;matches=567;mismatches=0;indels=0;unknowns=17
AZ18/IA8	AZ18/IA8_c4_19854_12.097	12.097	A13	"92,910,087"	"92,910,373"	99	ID=AZ18/IA8_c4_19854_12.097.path1;Name=AZ18/IA8_c4_19854_12.097;Target=AZ18/IA8_c4_19854_12.097 13 301 -;Gap=M112 I1 M16 I1 M159;coverage=96.0;identity=99.3;matches=286;mismatches=0;indels=2;unknowns=1
AZ18/IA8	AZ18/IA8_ck_24841_18.367	18.367	A13	"63,541,501"	"63,541,801"	99	ID=AZ18/IA8_ck_24841_18.367.path1;Name=AZ18/IA8_ck_24841_18.367;Target=AZ18/IA8_ck_24841_18.367 1 301 +;Gap=M301;coverage=100.0;identity=99.7;matches=298;mismatches=1;indels=0;unknowns=2
AZ18/IA8	AZ18/IA8_ck_58314_21.376	21.376	A13	"57,791,457"	"57,791,754"	98	ID=AZ18/IA8_ck_58314_21.376.path1;Name=AZ18/IA8_ck_58314_21.376;Target=AZ18/IA8_ck_58314_21.376 1 301 +;Gap=M204 I1 M5 I1 M12 I1 M77;coverage=100.0;identity=98.7;matches=296;mismatches=1;indels=3;unknowns=1
AZ18/IA8	AZ18/IA8_c4_52231_25.657	25.657	A13	"60,478,011"	"60,478,309"	99	ID=AZ18/IA8_c4_52231_25.657.path1;Name=AZ18/IA8_c4_52231_25.657;Target=AZ18/IA8_c4_52231_25.657 1 301 +;Gap=M210 I1 M11 I1 M78;coverage=100.0;identity=99.0;matches=297;mismatches=1;indels=2;unknowns=1
AZ18/IA8	AZ18/IA8_c4_75264_26.572	26.572	A13	"76,987,698"	"76,987,996"	98	ID=AZ18/IA8_c4_75264_26.572.path1;Name=AZ18/IA8_c4_75264_26.572;Target=AZ18/IA8_c4_75264_26.572 1 301 -;Gap=M18 I1 M10 I1 M271;coverage=100.0;identity=98.3;matches=292;mismatches=3;indels=2;unknowns=4
AZ18/IA8	AZ18/IA8_c4_67821_26.926	26.926	A13	"67,092,046"	"67,092,370"	87	ID=AZ18/IA8_c4_67821_26.926.path1;Name=AZ18/IA8_c4_67821_26.926;Target=AZ18/IA8_c4_67821_26.926 1 290 -;Gap=M42 I1 M7 D38 M49 I1 M36 I1 M153;coverage=96.3;identity=87.1;matches=284;mismatches=1;indels=41;unknowns=2
